reviewid,artist,title,score,author
19401,hamilton leithauser,black hours,7.4,miles raymer
19419,priests,bodies and control and money and power,7.3,paul thompson
19374,sbastien tellier,l'aventura,7.4,jamieson cox
19380,mayhem,esoteric warfare,7.6,grayson haver currin
19411,morrissey,vauxhall and i,7.8,jason heller
19406,taylor mcferrin,early riser,6.8,renato pagnani
19375,obn iiis,third time to harm,7.0,evan minsker
19376,well$,mtsyd: the revenge of the african booty scratcher,6.5,jayson greene
19359,lee bains iii & the glory fires,dereconstructed,4.5,stephen m. deusner
19403,parquet courts,sunbathing animal,8.6,larry fitzmaurice
19410,gold-bears,dalliance,7.7,jeremy gordon
19412,"buzz ""king buzzo"" osborne",this machine kills artists,6.4,jason heller
19288,"tom carter, pat murano",four infernal rivers,8.0,grayson haver currin
19369,david lang,love fail,7.8,jayson greene
19407,soundgarden,superunknown,8.5,stuart berman
19405,clap your hands say yeah,only run,5.8,stuart berman
19428,tigers jaw,charmer,7.1,ian cohen
19416,ned doheny,separate oceans,7.9,stephen m. deusner
19304,lee fields & the expressions,emma jean,7.5,nate patrin
19400,fucked up,glass boys,7.0,ian cohen
19417,the orwells,disgraceland,6.2,stuart berman
19404,bob mould,beauty & ruin,7.3,jason heller
19402,dj sprinkles,midtown 120 blues,8.5,andrew gaerig
19392,copeland,because i'm worth it,7.1,paul thompson
19302,ben frost,a u r o r a,8.5,brandon stosuy
19398,trash talk,no peace,7.7,jayson greene
19396,hercules and love affair,the feast of the broken heart,7.6,miles raymer
19310,various artists,strange breaks & mr. thing iii,7.8,nate patrin
19372,officer!,dead unique,8.0,andrew ryce
19311,hundred waters,the moon rang like a bell,8.3,mark richardson
19377,son lux,alternate worlds ep,6.5,renato pagnani
19367,napolian,incursio,7.3,jonah bromwich
19413,g-side,gz ii godz,7.2,david turner
19339,leslie winer,witch,7.6,nick neyland
19358,"ryksopp, robyn",do it again,7.7,marc hogan
19414,sylvan esso,sylvan esso,6.2,ian cohen
19383,haunted hearts,initiation,6.4,jeremy d. larson
19397,popstrangers,fortuna,6.9,stuart berman
19387,k. leimer,a period of review (original recordings: 1975-1983),8.2,andy beta
19384,sharon van etten,are we there,8.2,stephen m. deusner
19257,the clientele,suburban light ,9.1,mark richardson
19391,echo and the bunnymen,meteorites,6.0,joe tangari
19349,"oren ambarchi, stephen omalley, randall dunn",shade themes from kairos,7.4,grayson haver currin
19371,various artists,"wheedle's groove: seattle funk, soul & modern boogie: volume ii 1972-1987",8.1,nate patrin
19395,owen pallett,in conflict,8.0,jayson greene
19297,blu,good to be home,6.5,nate patrin
19368,future death,special victim,7.0,stuart berman
19092,various artists,10 years of full pupp,7.6,mike powell
19267,lantls,melting sun,8.0,grayson haver currin
19332,the roots,...and then you shoot your cousin,7.2,jayson greene
19385,leyland kirby presents v/vm,the death of rave (a partial flashback),7.1,mike powell
19382,white sea,in cold blood,6.8,harley brown
19355,carl hultgren,tomorrow,7.0,nick neyland
19363,plaid,reachy prints,6.0,miles raymer
19258,oasis,definitely maybe: chasing the sun edition,8.8,ryan dombal
19346,traxman,da mind of traxman vol. 2,7.5,meaghan garvey
19390,mac miller,faces,7.3,craig jenkins
19345,vangelis katsoulis,the sleeping beauties: a collection of early and unreleased works,7.3,andy beta
19340,datashock,keine oase in sicht,7.5,marc masters
19356,various artists,hyperdub 10.1,8.5,larry fitzmaurice
19352,american football,american football,8.6,ian cohen
19388,tobacco,ultima ii massage,6.9,jonah bromwich
19348,elijah & skilliam,fabriclive 75,6.7,andrew gaerig
19353,big boys,lullabies help the brain grow,7.8,jason heller
19344,coldplay,ghost stories,4.4,larry fitzmaurice
19338,cold cave,full cold moon,6.8,ian cohen
19389,lewis,l'amour,8.6,stephen m. deusner
19241,emma ruth rundle,some heavy ocean,7.4,jason heller
19331,mason bates,stereo is king,7.5,jayson greene
19256,conor oberst,upside down mountain,6.5,ian cohen
19362,boots,winterspringsummerfall,5.7,kyle kramer
19347,arto lindsay,the encyclopedia of arto lindsay,7.7,nick neyland
19298,trans am,volume x,5.0,jason heller
19296,herzog,boys,7.2,jeremy gordon
19335,the pains of being pure at heart,days of abandon,7.5,paul thompson
19269,agalloch,the serpent & the sphere,8.3,grayson haver currin
19361,2 chainz,freebase ep,7.2,david turner
19386,sturgill simpson,metamodern sounds in country music,7.7,stephen m. deusner
19357,moon b,ii,6.9,andy beta
19333,michael jackson,xscape,4.1,douglas wolk
19233,young widows,easy pain,7.9,grayson haver currin
19230,iamsu!,sincerely yours,6.0,david turner
19268,la sera,hour of the dawn,7.1,jeremy gordon
19334,sculpture,membrane pop,6.9,mike powell
19337,chromeo,white women,7.6,jordan sargent
19365,low pros,ep 1,6.7,miles raymer
19309,fatima,yellow memories,6.8,devon maloney
19366,wooden wand,farmer's corner,7.6,stephen m. deusner
19237,planning for burial,desideratum,7.9,andy o'connor
19329,the black keys,turn blue,5.8,larry fitzmaurice
19336,guided by voices,cool planet,6.2,jason heller
19323,gruff rhys,american interior,8.0,stuart berman
19234,amen dunes,love,7.8,marc masters
19232,teitanblood,death,7.4,kim kelly
19326,swans,to be kind,9.2,stuart berman
19327,little dragon,nabuma rubberband,6.8,harley brown
19265,mirah,changing light,6.0,brian howe
19266,sean nicholas savage,bermuda waterfall,7.0,jeremy gordon
19351,kemialliset ystvt,alas rattoisaa virtaa,7.6,winston cook-wilson
19320,atmosphere,southsiders,6.3,jayson greene
19330,dj rashad,we on 1 ep,7.8,nate patrin
19354,paws,youth culture forever,7.2,jeremy gordon
19350,mike adams at his honest weight,best of boiler room classics,7.8,stephen m. deusner
19325,goldlink,the god complex,7.9,jayson greene
19322,lily allen,sheezus,5.4,lindsay zoladz
19270,"lee, ar-2",tanh,7.4,brian howe
19321,mark e,product of industry,7.0,abby garnett
19324,nat baldwin,in the hollows,5.7,grayson haver currin
19328,sleaford mods,divide and exit,7.8,nick neyland
19317,baths,ocean death ep,7.8,jonah bromwich
19318,fatima al qadiri,asiatisch,7.2,nick neyland
19263,makthaverskan,ii,7.5,ian cohen
19308,sfv acid,amber's stuff,6.6,nate patrin
19231,maria minerva,histrionic,6.8,jessica suarez
19314,tune-yards,nikki nack,8.1,mike powell
19315,the horrors,luminous,6.7,ian cohen
19262,antwon,heavy hearted in doldrums,7.3,zoe camp
19212,young magic,breathing statues,4.0,ian cohen
19194,wold,postsocial,8.0,grayson haver currin
19312,lykke li,i never learn,8.4,ian cohen
19313,"brian eno, karl hyde",someday world,6.2,nick neyland
19264,fujiya & miyagi,artificial sweeteners,5.8,brian howe
19316,papercuts,life among the savages,6.7,jamieson cox
19259,wussy,attica!,7.8,joel oliphint
19295,neil young,a letter home,6.3,evan minsker
19226,chad vangaalen,shrink dust,7.8,lindsay zoladz
19260,silkworm,libertine,7.0,mike powell
19299,"creation rebel, new age steppers",threat to creation,8.0,miles raymer
19307,mincemeat or tenspeed,waiting for surfin bird,7.6,marc masters
19287,ramona lisa,arcadia,6.8,katherine st. asaph
19222,grace jones,nightclubbing,9.0,andy beta
19303,sd laika,that's harakiri,7.1,nate patrin
19294,william tyler,lost colony,7.3,winston cook-wilson
19193,wovenhand,refractory obdurate,8.2,grayson haver currin
19285,kelis,food,6.3,nate patrin
19291,fennesz,bcs,7.8,mark richardson
19161,pink mountaintops,get back,4.9,grayson haver currin
19293,prins thomas,prins thomas iii,7.4,miles raymer
19243,survival knife,loose power,7.2,jason heller
19248,ought,more than any other day,8.4,stuart berman
19289,yuck,southern skies ep,5.3,ian cohen
19247,the moles,flashbacks and dream sequences: the story of the moles,8.0,matt lemay
19251,ex-cult,midnight passenger,7.0,evan minsker
19306,good willsmith,the honeymoon workbook,7.8,marc masters
19280,damon albarn,everyday robots,7.0,mike powell
19286,wye oak,shriek,7.2,harley brown
19166,olga bell, (krai),8.0,jayson greene
19246,william basinski,melancholia,7.4,nick neyland
19292,jacques greene,phantom vibrate ep,6.8,claire lobenfeld
19282,pixies,come on pilgrim,8.3,mike powell
19283,thee silver mt. zion memorial orchestra,hang on to each other ep,6.4,nick neyland
19290,"gucci mane, young thug",young thugga mane la flare,6.9,david turner
19255,larry heard,alien,7.8,andy beta
19275,jesse boykins iii,love apparatus,6.8,jordan sargent
19277,thee oh sees,drop,7.8,stuart berman
19238,a minor forest,flemish altruism,7.9,jason heller
19261,beach slang,who would ever want anything so broken? ep,7.4,paul thompson
19189,old wainds,nordraum,6.0,kim kelly
19284,doss,doss ep,7.2,renato pagnani
19245,songs: ohia,journey on: collected singles,8.4,stephen m. deusner
19244,pharoahe monch,p.t.s.d. (post traumatic stress disorder),6.6,kyle kramer
19236,final conflict,ashes to ashes,7.8,zoe camp
19273,heterotic,weird drift,6.8,miles raymer
19254,various artists,boring ecstasy: the bedroom pop of orchid tapes,7.3,patrick st. michel
19221,future,honest,8.1,craig jenkins
19274,david lynch,the air is on fire,7.8,marc masters
19276,fear of men,loom,6.8,t. cole rachel
19228,death,death iii,6.5,jason heller
19252,tourist,patterns ep,7.5,harley brown
19183,lcd soundsystem,the long goodbye: lcd soundsystem live at madison square garden,8.1,ryan dombal
19271,various artists,space project,6.5,nick neyland
19272,kool a.d.,word o.k.,6.7,jonah bromwich
19162,floor,oblation,7.0,grayson haver currin
19227,teen,the way & the color,6.6,jeremy gordon
19181,life without buildings,any other city,8.7,lindsay zoladz
19192,"j. spaceman, kid millions",live at le poisson rouge,6.9,nick neyland
19278,sza,z,5.9,jordan sargent
19216,lockah,yahoo or the highway,7.7,andrew gaerig
19213,plague vendor,free to eat,7.1,ian cohen
19156,duck sauce,quack,7.5,larry fitzmaurice
19239,mica levi,under the skin ost,7.3,jayson greene
19279,"davinci, sweet valley",ghetto cuisine,7.1,jonah bromwich
19184,purling hiss,dizzy polizzy,7.5,evan minsker
18980,for against,box set,7.8,ned raggett
19182,slint,spiderland,10.0,stuart berman
19201,ratking,so it goes,7.5,kyle kramer
19173,jessica lea mayfield,make my head sing...,6.9,stephen m. deusner
19218,dj q,ineffable,7.5,tim finney
19211,wyrd visions,half-eaten guitar,7.8,jayson greene
19214,the afghan whigs,do to the beast,7.6,stephen m. deusner
19153,bikini kill,yeah yeah yeah yeah,8.6,jenn pelly
19224,chet faker,built on glass,7.3,jake cleland
19190,walls/oram,sound houses,7.0,nick neyland
19249,howler,world of joy,5.9,paul thompson
19205,woods,with light and with love,7.9,ian cohen
19235,the both,the both,5.4,stephen m. deusner
19154,amps for christ,canyons cars and crows,7.1,jason heller
19187,ghetto ghouls,ghetto ghouls,7.4,evan minsker
19191,impetuous ritual,unholy congregation of hypocritical ambivalence,7.9,andy o'connor
19250,"girl talk, freeway",broken ankles ep,7.4,jayson greene
19209,school of language,old fears,7.4,jeremy d. larson
19210,downliners sekt,silent ascent,6.4,larry fitzmaurice
18858,deleted scenes,lithium burn,6.5,ian cohen
19155,triptykon,melana chasmata,7.7,andy o'connor
19208,ema,the future's void,7.4,mark richardson
18970,chuck inglish,convertibles,6.0,renato pagnani
19223,cute heels,spiritual,7.2,miles raymer
19225,golden retriever,seer,7.4,colin joyce
19188,tweens,tweens,6.3,ian cohen
19240,mobb deep,the infamous,10.0,jayson greene
19242,"squarepusher, z-machines",music for robots,5.7,nick neyland
19203,the skull defekts,dances in dreams of the known unknown,6.8,jason heller
19202,sohn,tremors,5.0,ian cohen
19197,man forever with so percussion,ryonen,6.8,marc masters
19200,avey tares slasher flicks,enter the slasher house,7.3,stuart berman
19151,off!,wasted years,6.2,evan minsker
19196,fireworks,"oh, common life",7.8,ian cohen
19074,pyrrhon,the mother of virtues,7.7,grayson haver currin
19207,loops haunt,exits,6.6,andrew gaerig
19148,todd terje,it's album time,8.7,mike powell
19150,protomartyr,under color of official right,8.1,evan minsker
19220,young & sick,young & sick,6.3,kyle kramer
19149,dalhous,visibility is a trap,7.4,miles raymer
19217,jon langford,here be monsters,7.0,jason heller
19215,de la soul,smell the d.a.i.s.y.,7.5,nate patrin
19186,the faint,doom abuse,6.1,ian cohen
19152,teebs,e s t a r a,6.7,nate patrin
19177,white hinterland,baby,7.2,paula mejia
19206,sage the gemini,remember me,7.5,craig jenkins
19199,sisyphus,sisyphus ,6.2,jeremy d. larson
19180,the body,i shall die here,7.8,nick neyland
19147,millie & andrea,drop the vowels,7.9,larry fitzmaurice
19143,s. carey,range of light,7.3,jeremy d. larson
19163,nux vomica,nux vomica,8.0,kim kelly
18864,max richter,memoryhouse,8.7,grayson haver currin
19175,inventions,inventions,7.5,mark richardson
19172,legowelt,crystal cult 2080,7.7,andrew gaerig
19171,orcas,yearling,7.0,brian howe
19178,architecture in helsinki,now + 4eva,5.2,jamieson cox
19170,mac demarco,salad days,8.5,marc hogan
19174,pure x,angel,7.4,miles raymer
19195,torn hawk,through force of will,7.5,nick neyland
19145,manchester orchestra,cope,5.6,ian cohen
19025,ausmuteants,amusements,7.3,evan minsker
19075,cloud nothings,here and nowhere else,8.7,ian cohen
19079,miles davis,miles at the fillmore - miles davis 1970: the bootleg series vol. 3,8.8,mark richardson
19168,small black,real people ep,5.7,paul thompson
19137,bart davenport,physical world,6.5,jayson greene
19159,gang wizard,important picnic,7.7,marc masters
19122,the hold steady,teeth dreams,6.4,paul thompson
19126,machinedrum,fenris district ep,6.6,larry fitzmaurice
19165,2ne1,crush,7.3,corban goble
19169,chimurenga renaissance,rize vadzimu rize,6.8,carrie battan
19076,pilgrim,ii: void worship,7.4,grayson haver currin
19080,johnny cash,out among the stars,7.4,kim kelly
19123,glenn kotche,adventureland,7.2,winston cook-wilson
19160,the bad plus,the rite of spring,6.7,jayson greene
19077,the brothers & sisters,dylan's gospel,7.0,douglas wolk
19136,horseback,piedmont apocrypha,7.4,zoe camp
19164,yg,my krazy life,8.1,craig jenkins
19125,the range,panasonic ep,7.4,brian howe
19078,smoke dza,dream.zone.achieve,6.2,nate patrin
19167,carla bozulich,boy,7.6,matthew murphy
19120,twilight,iii: beneath trident's tomb,6.9,grayson haver currin
19124,future islands,singles,8.0,jeremy d. larson
19088,lavender country,lavender country,8.6,jayson greene
19135,owls,two,7.3,ian cohen
19081,tony molina,dissed and dismissed,7.5,lindsay zoladz
19157,grieves,winter & the wolves,4.7,jonah bromwich
19121,liars,mess,6.9,ian cohen
19109,kevin gates,by any means,7.5,renato pagnani
19158,pan sonic,oksastus,7.1,nick neyland
19142,dutch e germ,in.rak.dust,7.6,miles raymer
19104,obnox,louder space,8.0,marc masters
19139,skrillex,recess,5.7,nate patrin
19118,evian christ,waterfall ep,7.3,mark richardson
19141,"jonny greenwood, bryce dessner",st. carolyn by the sea / suite from there will be blood,7.8,jayson greene
19087,tokyo police club,forcefield,6.4,ian cohen
19089,jon porras,light divide,7.6,grayson haver currin
19099,black lips,underneath the rainbow,6.3,evan minsker
19140,various artists,catch the throne: the mixtape,4.0,craig jenkins
18924,current 93,i am the last of all the field that fell: a channel ,5.1,grayson haver currin
19138,offenders,endless struggle,8.2,jason heller
19127,vertical scratchers,daughter of everything,7.2,stuart berman
19114,kevin drew,darlings,7.6,ian cohen
19119,the coathangers,suck my shirt,7.2,evan minsker
19115,woo,when the past arrives,7.7,andy beta
19129,vermont,vermont,6.4,andrew gaerig
19134,lyla foy,mirrors the sky,7.3,stephen m. deusner
19094,the war on drugs,lost in the dream,8.8,stuart berman
19133,kid cudi,satellite flight: the journey to mother moon,6.0,jayson greene
19110,tycho,awake,7.0,nick neyland
19117,beth israel,dental denial,7.1,evan minsker
19070,psalm zero,the drain,7.7,grayson haver currin
19086,perfect pussy,say yes to love,8.6,lindsay zoladz
19111,le1f,hey ep,7.6,andrew ryce
19112,shit robot,we got a love,6.4,nick neyland
19113,nocando,jimmy the burnout,7.7,nate patrin
19116,bo anders persson,love is here to stay,7.6,marc masters
19103,trust,joyland,6.8,paul thompson
19131,curren$y,the drive in theatre,7.6,jonah bromwich
19102,move d,fabric 74,8.0,larry fitzmaurice
19128,the unsemble,the unsemble,6.6,jason heller
19105,ringworm,hammer of the witch,7.0,andy o'connor
18930,"madlib, freddie gibbs",piata,8.0,nate patrin
19090,unwound,rat conspiracy,9.1,jason heller
19108,elbow,the take off and landing of everything,6.2,jason heller
19095,"donato dozzy, nuel",the aquaplano sessions,8.0,andy beta
19132,posse,soft opening,7.9,ian cohen
19098,dean wareham,dean wareham,7.5,stuart berman
